#{"t_start": 1756313696.299205, "env_id": "ALE/MarioBros-v5"}
r,l,t
17600.0,1777,21264.595886
8800.0,1589,21268.581951
9600.0,1416,21272.130932
19200.0,2084,21277.445802
8800.0,1063,21280.115055
16000.0,1817,21378.464751
7200.0,1206,21381.518922
11200.0,1870,21386.260515
7200.0,1198,21389.201586
7200.0,1286,21392.462608
17600.0,1690,21396.723608
12000.0,1270,21399.861471
10400.0,1295,21498.640856
17600.0,1902,21503.407431
8000.0,1286,21506.656922
8000.0,1267,21509.857771
7200.0,1336,21513.227872
17600.0,2036,21614.111179
17600.0,2039,21619.389588
11200.0,1781,21623.903935
17600.0,1585,21627.931353
5600.0,909,21630.170357
7200.0,1327,21633.479422
2400.0,776,21729.136963
5600.0,948,21731.457039
7200.0,1013,21733.943282
5600.0,1436,21737.575291
4000.0,1081,21740.252938
17600.0,1574,21744.182785
9600.0,1072,21746.823237
8800.0,1565,21846.428359
4800.0,1012,21848.884394
17600.0,2069,21854.144953
6400.0,1621,21858.247617
17600.0,1816,21862.874476
5600.0,1088,21865.620974
17600.0,1772,21966.124675
5600.0,1263,21969.309987
2400.0,971,21971.728757
3200.0,1192,21974.713055
10400.0,1533,21978.584427
17600.0,2407,21984.74754
18400.0,1859,22083.419368
11200.0,1296,22086.664531
7200.0,1074,22089.332424
11200.0,1211,22092.323875
16800.0,1803,22096.915011
3200.0,972,22099.377248
17600.0,1868,22199.899659
5600.0,1135,22202.75364
8800.0,1265,22205.903999
17600.0,2070,22211.137803
8000.0,1104,22213.883357
10400.0,1268,22217.066948
17600.0,1817,22317.385303
17600.0,1631,22321.49835
17600.0,2000,22326.552165
5600.0,1010,22329.019072
16800.0,2066,22334.247226
8800.0,1267,22431.474635
8000.0,1224,22434.509659
4800.0,931,22436.806485
9600.0,1520,22440.609849
17600.0,1802,22445.168435
16800.0,1870,22449.881998
7200.0,1235,22548.569645
10400.0,1506,22552.394466
11200.0,1785,22556.982252
7200.0,1442,22560.632332
17600.0,1653,22564.86072
7200.0,989,22567.302576
17600.0,1886,22667.84308
9600.0,1491,22671.626226
9600.0,1188,22674.562038
16000.0,2137,22680.016137
11200.0,1572,22684.304376
10400.0,1444,22782.048505
16800.0,1937,22787.015447
10400.0,1620,22791.09428
8000.0,1153,22793.941794
16800.0,1682,22798.12523
17600.0,1742,22898.63605
7200.0,2224,22904.306789
3200.0,837,22906.316967
8000.0,1349,22909.709774
16800.0,1885,22914.471446
12000.0,1667,22918.733075
10400.0,1411,23019.069955
1600.0,912,23021.318855
16800.0,1753,23025.747167
12000.0,1327,23029.067302
4000.0,1388,23032.722824
